Recency,Frequency,Monetary
79,20,322.8
79,14,194.37
79,20,311.69
54,27,447.68
79,6,1862.0
1,50,815.77
10,41,763.28
4,108,2157.4
78,15,317.76
10,49,780.59
78,6,159.0
78,2,48.480000000000004
50,52,1163.45
11,57,650.4300000000001
1,187,3590.41
17,62,1063.9
78,20,432.2
23,156,1348.88
78,11,394.72
16,73,1345.53
11,63,2919.81
78,2,118.80000000000001
10,166,2720.63
21,5,293.1
5,79,1387.79
78,9,137.75
78,19,301.71999999999997
78,8,122.75
77,3,34.8
77,15,259.17
11,34,330.03000000000003
77,29,511.82
31,61,1086.92
77,27,773.03
77,39,344.33
77,39,505.18
24,135,3718.8
77,51,795.12
77,29,114.18
50,48,903.9
65,37,583.75
77,29,454.10999999999996
77,49,1098.78
77,42,363.65
4,18,303.75
8,85,1822.97
75,14,302.2
75,53,769.29
4,44,781.78
75,17,272.22
5,134,2463.17
1,178,3444.39
26,82,397.35
75,23,329.34
75,53,181.09
40,299,1074.81
75,19,420.5
75,15,400.68100000000004
75,25,349.7
75,10,318.0
75,11,193.39000000000001
10,67,1006.8
75,71,254.28
74,13,544.08
4,45,694.05
74,21,348.99
36,32,517.36
74,9,277.8
74,40,1033.34
74,7,104.35
28,35,659.4599999999999
74,22,316.68
74,2,74.9
0,26,563.94
74,7,145.67000000000002
23,23,484.82
73,4,152.20000000000002
1,62,775.94
73,10,512.31
73,9,173.9
73,54,869.87
73,11,305.54
2,53,758.29
63,39,395.8
42,43,770.03
8,16,423.36
72,9,144.2
15,18,656.69
72,9,158.04
72,17,2062.06
1,117,1838.8500000000001
21,12,1372.8
72,10,248.61
72,6,513.2
72,18,379.14
71,24,518.42
71,45,957.97
40,36,541.53
71,2,100.8
71,23,224.14
21,12,230.22
1,253,3628.5
9,104,891.21
71,16,243.56
71,51,743.53
25,76,1737.69
71,17,216.85
16,69,1212.66
71,28,451.44
33,25,659.4100000000001
14,348,1698.07
16,19,364.72
71,10,134.95999999999998
71,45,667.65
70,20,300.02
70,76,1290.7
50,8,173.16
29,31,621.75
1,25,439.92
70,5,199.8
70,6,74.39999999999999
22,20,486.69
70,8,341.36
70,21,310.62
70,23,443.05
70,30,618.59
68,10,213.5
68,25,270.8
5,169,594.52
26,53,378.89
19,176,1082.81
23,18,306.46
67,46,1064.28
37,42,836.06
67,15,415.2
67,62,1071.03
22,6,363.9
8,99,657.16
36,53,778.5
67,30,480.71
21,57,1160.07
67,21,426.63
67,15,338.71000000000004
7,59,2089.85
66,23,324.8
66,1,432.0
8,72,583.4300000000001
66,47,890.85
66,24,452.89
66,16,373.94
66,8,449.12
66,31,111.68
66,49,128.63
65,16,406.53
65,6,108.38
3,18,728.16
65,10,140.34
25,17,331.0
65,2,65.4
16,46,851.01
65,27,328.65
65,24,332.3
65,5,90.6
65,22,369.34000000000003
65,7,133.06
65,6,92.46
65,33,93.82000000000001
64,9,312.98
64,24,391.98
64,17,282.45
64,24,508.58000000000004
9,79,1328.55
64,23,428.89
64,62,202.27
28,68,547.0
64,22,295.93
64,127,2626.3
64,23,393.74
64,8,287.4
64,16,174.37
2,65,1191.13
64,7,145.35
64,28,172.82
44,2,6.9
17,19,486.71999999999997
64,11,315.06
64,28,496.44
64,14,233.76
35,158,557.94
63,11,146.87
50,17,363.34000000000003
63,2,6.2
63,23,439.56
1,46,965.8800000000001
10,39,641.94
63,7,122.7
7,96,2050.08
63,10,256.38
11,196,849.06
63,8,712.4
7,311,2170.78
63,16,221.06
57,364,6083.64
16,79,887.11
63,6,910.0
63,15,1714.96
3,321,2108.06
61,28,298.21
61,81,283.18
61,7,152.94
36,6,195.15
26,200,933.26
61,85,360.16
61,8,557.62
44,62,570.96
61,37,166.03
61,62,324.24
61,25,112.08
19,141,786.83
61,57,189.34
61,31,1743.1499999999999
61,55,154.18
60,19,499.32
60,6,104.82
60,11,215.83
14,11,1771.2
19,43,759.17
60,9,202.65
60,52,200.92000000000002
1,62,1260.86
60,22,384.06
32,13,714.96
46,2,144.0
2,39,3119.44
60,71,371.54
60,11,200.14
60,24,397.97999999999996
60,55,428.93
60,12,181.09
35,148,3560.08
43,111,657.3
5,31,511.12
3,159,2780.15
3,35,606.91
59,4,81.44
59,25,397.12
14,136,599.48
59,30,1309.14
57,13,225.85
59,3,73.2
59,9,172.25
51,21,704.25
58,2,96.12
58,34,223.92000000000002
9,10,168.24
58,41,674.68
58,8,110.38
57,10,355.56
57,9,187.82999999999998
1,78,2879.7000000000003
22,147,754.12
57,11,279.94
57,23,1090.14
57,26,171.59
57,6,300.85
57,16,243.84
15,70,1059.39
57,98,386.32
57,11,216.17
36,65,1290.53
56,13,158.75
40,44,1399.92
56,31,262.2
26,71,1051.4
56,4,81.57
56,1,20.8
2,30,434.35
33,51,409.1
54,35,1271.57
54,61,931.03
54,32,414.27
3,355,3974.75
54,34,362.06
9,97,3509.43
53,5,119.62
53,7,165.04999999999998
53,19,1077.74
53,38,289.78
53,30,546.81
53,20,351.13
53,30,135.99
53,13,384.08
53,9,223.36
53,35,170.22
53,1,417.59999999999997
53,42,893.59
53,7,204.24
53,13,131.94
53,48,150.23000000000002
53,5,109.36000000000001
53,39,188.88
53,31,954.9
29,14,277.05
53,14,240.68
52,15,223.36
52,14,281.42
52,12,352.7
52,20,917.34
52,26,396.97
52,10,208.75
52,6,125.79
10,203,2279.4900000000002
40,157,701.57
52,5,521.2
52,17,216.39
52,56,202.68
51,16,307.78
4,20,342.45
51,9,124.88
23,6,148.86
51,15,337.04
51,6,112.46000000000001
51,30,110.8
51,5,38.45
1,200,1217.27
51,24,467.51
51,22,341.7
51,13,298.4
51,8,415.82000000000005
51,132,480.38
8,70,1281.32
51,13,157.7
16,72,1945.33
50,18,1035.45
50,16,443.6
50,16,1393.06
50,17,386.43
50,16,430.5
50,44,749.1
50,15,331.95
50,1,56.160000000000004
31,103,812.68
50,11,214.32
50,14,321.92
50,17,311.16
50,29,157.05
50,35,230.5
50,10,137.37
3,16,274.15000000000003
29,17,183.44
49,6,463.8
49,3,240.55
49,61,155.37
3,181,704.55
17,37,616.26
49,9,154.88
49,28,413.59000000000003
49,33,657.23
47,77,490.52
47,32,211.88
1,254,2501.84
47,35,160.04
3,53,226.47
33,292,1430.54
11,121,852.39
47,29,231.61
47,24,110.21000000000001
4,150,955.26
46,24,388.58
46,12,255.89999999999998
46,39,731.5
44,15,62.43
46,6,278.3
46,1,464.9
46,26,498.74
46,31,157.62
46,6,422.58
25,63,288.91
46,29,547.66
46,26,415.82
46,11,130.73999999999998
46,67,481.49
45,20,393.54
45,27,656.63
19,28,470.76
45,43,178.34
45,11,121.18
45,7,401.40000000000003
22,45,661.3199999999999
14,15,196.79000000000002
45,66,650.75
44,21,326.24
15,32,537.48
10,47,757.37
44,29,522.91
5,58,1105.8799999999999
44,50,221.97
44,36,267.13
44,47,200.27
5,25,430.15000000000003
44,37,565.46
8,543,2777.67
44,15,95.45
8,60,955.24
43,11,306.45
3,21,399.19
17,60,992.5
43,14,335.86
43,15,239.41
43,26,379.45
43,5,389.64
43,12,193.44
35,155,1097.98
43,141,642.32
43,32,236.09
4,35,874.59
43,40,225.12
23,19,328.4
43,10,183.7
35,49,713.89
42,19,290.65999999999997
17,34,822.48
42,12,169.48000000000002
42,11,219.39000000000001
4,9,230.64999999999998
22,14,490.22
42,52,318.15
40,30,242.7
2,24,1662.3
40,46,542.73
40,6,114.11
40,20,144.36
16,21,1352.0
2,196,1468.02
12,114,302.1
40,41,507.66
40,12,316.88
19,3,90.30000000000001
40,5,166.20000000000002
5,96,632.0
40,37,396.33
40,6,215.08
9,214,1411.21
40,97,675.51
39,13,427.93
39,8,243.94
39,13,301.32
35,6,94.2
39,40,656.25
17,65,1054.73
38,12,151.29999999999998
38,6,108.97999999999999
2,38,558.96
38,23,325.91
7,27,497.56
38,46,162.8
7,33,3192.54
38,2,43.5
1,15,347.75
38,41,357.21
17,28,494.44
37,26,429.84000000000003
37,39,576.0
3,59,1839.3
37,41,615.14
3,93,1545.6200000000001
37,43,921.37
37,18,113.48000000000002
37,24,399.65000000000003
37,17,89.94
37,9,176.68
1,20,640.76
37,38,754.64
37,87,211.49
12,82,386.69
37,18,364.21999999999997
18,48,365.76
36,10,151.05
36,21,147.35
36,29,436.06
11,85,847.45
36,28,524.14
1,37,326.75
36,32,263.92
36,30,183.76
36,29,528.08
11,33,626.45
10,98,1071.91
7,62,334.48
36,28,378.2
23,59,1129.14
35,20,308.94
35,164,612.72
35,19,328.15
35,25,107.82
35,22,324.57
35,25,190.88
35,36,192.32999999999998
35,7,71.66
35,149,2747.9900000000002
26,11,589.7
33,20,125.58
9,13,1463.04
19,76,746.81
28,20,333.48
33,66,210.31
33,63,230.51
1,55,961.49
33,92,355.73
33,56,191.99
33,26,134.46
33,6,152.2
8,43,676.99
2,49,396.48
19,98,636.24
33,4,148.44
33,2,35.400000000000006
33,67,361.96
32,19,712.78
32,74,351.44
32,4,45.599999999999994
32,33,527.0500000000001
18,60,387.44
32,13,151.04
22,33,852.15
24,48,470.8
32,11,223.88
31,8,180.48
31,28,603.75
3,66,935.05
31,25,114.23
31,4,777.6
31,42,428.89
24,34,574.4399999999999
31,3,537.0
31,24,2328.84
31,26,481.75
31,7,71.0
31,22,329.25
7,42,789.79
30,25,1764.72
30,31,176.55
10,6,102.44999999999999
30,15,270.9
30,22,112.4
30,37,147.59
30,6,101.69999999999999
30,5,125.80000000000001
30,14,168.12
30,5,76.8
5,9,163.62
29,3,1873.2
30,1,20.8
30,11,175.92
30,30,429.84
8,219,1972.39
17,5,1138.0
29,29,1013.01
29,28,439.65999999999997
22,106,735.82
29,10,106.1
29,7,126.14
29,21,288.14
29,11,266.76
29,56,363.2
9,28,689.1
29,19,110.38
28,6,197.64
28,8,139.10000000000002
0,76,1239.38
28,19,468.91
28,17,184.26
28,12,191.04
28,83,399.09
2,69,479.91
28,30,162.22
28,33,491.86
28,21,345.82
26,4,107.95
26,30,108.81
9,21,922.53
26,17,228.91
7,30,679.4399999999999
26,27,164.34
26,126,615.49
26,25,152.95
2,69,1025.44
25,7,139.56
25,20,332.66
25,56,261.9
25,9,114.14
25,5,106.56
25,9,98.42
25,70,680.84
25,72,315.65
25,7,161.64
8,142,869.77
25,19,394.38
25,52,300.34
25,6,948.48
25,54,285.67
25,83,465.88
12,180,1259.43
24,18,346.12
24,8,135.86
24,20,308.48
24,9,205.25
24,1,440.0
24,47,655.58
24,14,195.25
24,10,160.19
24,14,213.78
2,23,1843.0
24,128,598.73
24,41,366.85
24,31,279.77
24,44,384.39
24,79,376.71999999999997
23,19,291.88
23,2,408.8
9,14,202.11
23,47,337.28
23,11,184.4
23,11,223.85000000000002
23,50,384.18
23,2,256.32
2,59,342.24
23,10,171.19
23,22,444.68
22,1,30.0
11,19,314.69
22,4,91.8
22,84,843.64
22,89,681.41
22,21,631.35
22,37,151.5
22,15,209.49
22,29,149.29
21,7,110.46
4,16,1293.03
21,110,418.68
21,44,151.37
21,34,181.07
21,59,163.24
21,4,446.94000000000005
21,14,228.99
21,8,166.08
19,17,255.4
19,3,107.6
19,56,225.36
19,37,198.8
19,45,165.12
19,26,156.78
11,33,652.74
19,19,371.2
19,32,118.98
19,11,170.32
19,20,285.56
19,3,52.199999999999996
19,23,307.09
18,18,327.3
18,3,43.2
18,7,186.01
18,52,612.01
18,58,154.35
18,14,297.0
18,4,97.5
18,18,178.26
18,3,216.9
17,159,8438.34
4,47,716.57
18,11,195.36
18,21,340.11
18,65,971.74
17,18,309.65
17,3,75.0
17,16,308.74
17,13,161.67000000000002
1,126,490.33
17,1,322.08
17,25,199.48000000000002
17,49,128.18
17,13,320.46
17,27,162.78
17,8,95.34
17,15,243.55
8,122,974.96
4,28,547.07
16,17,138.6
16,97,596.36
16,1,90.47999999999999
3,96,513.01
16,43,328.58
15,8,122.64
15,18,220.62
15,54,316.5
10,3,77.4
4,111,271.19
15,21,271.2
15,32,415.25
15,54,280.09000000000003
15,1,49.8
15,6,93.78
15,66,1060.25
15,38,738.96
14,2,35.400000000000006
14,22,318.17
14,45,256.11
14,108,316.25
14,36,183.02
2,35,417.77
10,5,137.0
14,21,350.9
14,3,100.9
5,146,664.11
12,63,251.03
12,77,294.85
12,53,156.34
12,100,433.86
9,73,1237.8500000000001
11,84,471.40000000000003
11,24,114.34
11,20,361.62
11,15,213.3
11,78,389.71999999999997
11,156,1162.65
11,43,546.04
11,15,127.86
11,2,114.60000000000001
11,13,279.05
10,16,247.32
10,3,336.40000000000003
10,20,301.29
10,7,213.96
10,14,246.3
10,50,173.45
7,15,706.1300000000001
10,35,300.83
10,71,201.78
10,34,218.75
1,418,1071.73
10,31,133.5
9,3,170.16
9,17,329.85
9,10,160.18
8,115,294.25
9,39,366.23
8,12,353.27
8,30,164.68
8,5,80.8
7,2,77.50000000000001
7,32,171.42000000000002
7,41,538.46
7,1,204.0
7,1,104.0
5,15,486.22
5,10,635.6800000000001
5,72,380.13
5,31,593.75
5,7,126.12
4,25,248.08
4,46,120.03
4,7,90.04
4,45,348.8
4,7,89.94
4,49,193.39000000000001
3,3,41.989999999999995
3,33,312.62
3,75,329.36
3,17,244.41
3,5,124.2
3,24,168.63
2,9,12393.7
2,1,3861.0
2,68,191.47
2,39,150.61
2,73,454.48
1,12,196.89
1,18,343.5
1,2,360.0
1,12,227.39
